date,olive_oil_cost,eggs_cost,garlic_cost,energy_cost,index
2025-06-14 02:00:00,443.80633708571867,233.1178766480447,247.26531697597065,90.48683345492607,4128.394443928653
2025-06-14 03:00:00,443.80633708571867,233.1178766480447,247.26531697597065,92.95497030431699,4130.8625807780445
2025-06-14 04:00:00,443.80633708571867,233.1178766480447,247.26531697597065,98.47138929793348,4136.378999771661
2025-06-14 05:00:00,443.80633708571867,233.1178766480447,247.26531697597065,119.84080346889712,4157.748413942624
2025-06-14 06:00:00,443.80633708571867,233.1178766480447,247.26531697597065,141.09753124025264,4179.00514171398
2025-06-14 07:00:00,443.80633708571867,233.1178766480447,247.26531697597065,127.99943830404997,4165.907048777777
2025-06-14 08:00:00,443.80633708571867,233.1178766480447,247.26531697597065,103.03304977995873,4140.9406602536865
2025-06-14 09:00:00,443.80633708571867,233.1178766480447,247.26531697597065,78.39580345052808,4116.303413924255
2025-06-14 10:00:00,443.80633708571867,233.1178766480447,247.26531697597065,55.29586407149506,4093.2034745452224
2025-06-14 11:00:00,443.80633708571867,233.1178766480447,247.26531697597065,46.06952945592688,4083.977139929654
2025-06-14 12:00:00,443.80633708571867,233.1178766480447,247.26531697597065,43.806877370575826,4081.714487844303
2025-06-14 13:00:00,443.80633708571867,233.1178766480447,247.26531697597065,57.55048195221675,4095.458092425944
2025-06-14 14:00:00,443.80633708571867,233.1178766480447,247.26531697597065,86.16129100852824,4124.068901482256
2025-06-14 15:00:00,443.80633708571867,233.1178766480447,247.26531697597065,112.88401770648706,4150.7916281802145
2025-06-14 16:00:00,443.80633708571867,233.1178766480447,247.26531697597065,144.8156111409739,4182.723221614701
2025-06-14 17:00:00,443.80633708571867,233.1178766480447,247.26531697597065,161.95137164367247,4199.8589821174
2025-06-14 18:00:00,443.80633708571867,233.1178766480447,247.26531697597065,151.6320417446064,4189.539652218334
2025-06-14 19:00:00,443.80633708571867,233.1178766480447,247.26531697597065,131.02615418423608,4168.933764657963
2025-06-14 20:00:00,443.80633708571867,233.1178766480447,247.26531697597065,115.21434264617673,4153.121953119904
2025-06-14 21:00:00,443.80633708571867,233.1178766480447,247.26531697597065,111.95385101724534,4149.861461490973
2025-06-14 22:00:00,443.80633708571867,233.1178766480447,247.26531697597065,103.54567125310147,4141.453281726829
2025-06-14 23:00:00,443.80633708571867,233.1178766480447,247.26531697597065,99.34725486368052,4137.254865337408
2025-06-15 00:00:00,447.0434259082925,218.5898549282446,241.53559045895398,94.50238081754945,4142.448101236442
2025-06-15 01:00:00,447.0434259082925,218.5898549282446,241.53559045895398,92.28466995827897,4140.230390377172
2025-06-15 02:00:00,447.0434259082925,218.5898549282446,241.53559045895398,90.48683345492607,4138.432553873819
2025-06-15 03:00:00,447.0434259082925,218.5898549282446,241.53559045895398,92.95497030431699,4140.90069072321
2025-06-15 04:00:00,447.0434259082925,218.5898549282446,241.53559045895398,98.47138929793348,4146.417109716826
2025-06-15 05:00:00,447.0434259082925,218.5898549282446,241.53559045895398,119.84080346889712,4167.78652388779
2025-06-15 06:00:00,447.0434259082925,218.5898549282446,241.53559045895398,141.09753124025264,4189.043251659145
2025-06-15 07:00:00,447.0434259082925,218.5898549282446,241.53559045895398,127.99943830404997,4175.945158722943
2025-06-15 08:00:00,447.0434259082925,218.5898549282446,241.53559045895398,103.03304977995873,4150.978770198852
2025-06-15 09:00:00,447.0434259082925,218.5898549282446,241.53559045895398,78.39580345052808,4126.341523869421
2025-06-15 10:00:00,447.0434259082925,218.5898549282446,241.53559045895398,55.29586407149506,4103.241584490388
2025-06-15 11:00:00,447.0434259082925,218.5898549282446,241.53559045895398,46.06952945592688,4094.01524987482
2025-06-15 12:00:00,447.0434259082925,218.5898549282446,241.53559045895398,43.806877370575826,4091.752597789469
